7.1219,-0.54939,1.0356,0.6969,-0.67576,0.31213,0.016447,0.37188,-0.79577,0.5043,-1.0555,0.1327,0.19751,0.044122,0.2677,-0.057268
11.728,1.3206,0.84132,0.33474,-0.96741,0.45966,0.79253,0.27859,-0.55311,-0.44383,-0.80116,-0.88656,-0.17574,-0.095137,0.49675,-0.30989
11.79,-0.080652,-1.494,0.50701,0.76985,0.55441,0.018753,-0.22958,-0.21624,-0.11684,-0.27311,0.251,-0.87989,-0.59247,0.90258,0.08869
8.9897,1.1755,-0.90029,-0.96886,-0.32136,-0.047652,0.68675,-1.0975,1.2679,0.44674,0.14205,-0.12184,0.45347,-0.081818,-0.40962,-0.10275
-0.18557,-2.4615,-0.50666,1.2947,0.63748,1.5763,-0.92347,-0.14626,0.96679,-0.31264,-1.0065,0.40632,-0.57662,-0.39796,0.37146,-0.66502
7.3714,-1.6283,0.32922,-2.0344,-0.99762,0.000573,1.0002,-0.95951,0.3801,0.86729,-0.62754,0.76541,0.47268,0.051541,0.73683,0.030112
14.734,-0.34179,-1.7103,0.20281,-0.18137,-1.8576,-0.8039,-1.2711,-0.74812,-0.11268,-0.98277,-0.52649,-0.86343,0.30153,0.45587,-0.39356
11.74,-0.024286,0.99991,0.40107,-0.21741,-0.063943,-1.292,-1.475,2.0302,0.50198,-0.42783,0.83371,0.21069,0.18895,-0.055838,-0.89791
11.563,2.1972,0.50872,0.5808,-0.27211,1.5448,-0.21119,-1.1426,0.14502,0.68483,-0.32553,-0.30339,1.1049,-0.41773,0.55294,-0.44472
12.165,-3.0485,3.154,0.94995,-0.57786,0.99996,1.2271,-0.47459,-0.63477,-1.2154,0.18216,0.58803,0.22948,0.35992,-0.22724,-0.77153
17.605,0.1348,-1.8133,0.32931,-0.57921,-1.1533,-1.2115,-0.73833,-0.19834,-0.70554,0.037253,-0.77679,0.12804,0.076651,1.2318,0.38392
15.693,0.60229,0.15951,0.18314,-0.25738,-0.40171,-0.9618,-1.6196,1.3119,-0.68077,-0.25508,-0.038177,-0.57145,-0.29039,0.43878,0.59818
15.351,-2.0524,0.95151,0.25004,-2.0971,-0.15242,-0.28258,0.1076,0.41867,-0.41696,-0.20897,-0.025441,0.27261,-0.21937,0.82092,0.33449
14.122,3.1395,-0.67854,1.7962,2.1824,-0.81305,0.17156,-1.5224,-0.60022,0.40758,0.072707,0.90238,-0.38439,-0.036018,0.14062,-0.46024
15.72,-4.1992,-0.76763,0.80242,1.5801,-0.44297,0.40716,1.1556,0.51631,0.47981,-1.3234,-0.95395,0.65373,0.26324,0.7027,0.10947
14.423,2.3937,-1.0922,1.947,0.90432,-1.1329,0.14113,-0.36637,0.047194,0.48213,-0.42026,-0.32078,0.054353,-0.7202,1.2171,-0.22327
17.726,1.1123,-1.1343,-0.73638,-2.3558,0.22925,0.065323,-0.68253,-0.38103,0.52746,-0.050239,0.46428,0.25135,0.46523,0.90118,-0.12672
18.984,-3.7263,-0.8685,1.3165,0.96518,0.0882,-0.57071,0.90578,0.76844,0.69797,-0.48447,-0.004085,1.0452,0.42152,-0.33242,-0.68157
13.316,0.94662,0.6412,-0.22471,-1.8369,-1.8307,0.39225,0.079161,-0.012963,-1.9525,-0.007045,0.23301,0.33832,0.016311,-0.32412,0.17046
16.646,2.6205,-0.92631,-0.37995,-1.5194,-0.7387,1.4337,-1.7573,0.16223,-0.028783,-0.25762,0.089453,-0.37464,0.27845,0.37155,-0.32354
10.951,-2.9045,1.6866,0.29831,-1.0679,1.6692,-0.93908,0.15217,0.81689,-1.2874,0.68482,0.59064,0.051661,-0.49662,0.63857,-0.43709
14.695,3.6512,-0.95041,1.0342,1.1404,1.3844,-0.67359,-0.29927,-0.04316,-0.82897,-0.21463,0.11304,0.12242,-0.15179,0.90823,-0.4787
13.85,-2.8828,1.9236,1.3197,0.67136,0.42847,-0.70115,-0.86903,1.0204,-0.6438,-0.07744,0.062928,-0.75953,0.37088,0.38353,-0.01768
12.562,1.0113,0.14103,-2.7012,-0.6922,0.89525,-1.7116,-0.42345,0.43257,-0.95175,-0.37281,0.60496,-0.95905,0.051447,0.89273,-0.65363
9.615,1.9282,0.61761,1.933,0.43104,-1.5119,0.88792,-0.71832,0.50679,-0.33953,-0.62972,0.34581,0.55491,0.043484,0.33078,-0.24965
9.5117,-4.4119,0.10382,0.55008,-0.37183,-1.8854,1.1089,0.48759,-0.89213,-0.17646,-0.60045,-0.10777,-0.045124,-0.35571,0.80902,0.30519
12.213,0.36374,-0.54671,-2.4173,-1.6036,0.73338,-0.85178,-0.84166,0.38072,-0.38448,-0.49989,0.4782,-0.45513,0.07148,0.72802,-0.21414
8.0328,0.23619,1.3699,0.78093,0.37933,1.0653,0.34356,0.69635,-0.7232,-0.35164,0.23958,0.21999,-0.38231,-0.2575,0.39263,0.34619
8.3776,-1.1583,-1.5816,-1.3976,-1.3222,-1.7932,-0.10797,-0.8099,-0.299,-1.0791,-0.43172,-0.69798,-0.24953,-1.2041,0.44637,-0.37459
12.622,-1.2599,0.1014,-1.0281,0.58177,0.19306,1.7701,-0.66711,0.10653,-0.51935,-0.035353,-0.23295,-0.72498,-0.37395,1.0321,-0.31139
16.974,-3.8643,-2.5067,1.8085,-0.21261,0.13576,-0.436,1.0316,0.52335,-0.54,-0.87231,0.55283,-0.21918,-0.6497,0.086596,-0.84135
20.17,1.9543,-0.47042,0.9212,-0.57513,0.22663,0.13309,-0.78722,0.69798,0.11801,0.53668,-0.31409,0.35759,0.58374,0.706,-0.11914
17.225,2.437,-0.50889,0.59173,-0.18393,1.4279,-0.60171,-0.47093,-0.13142,-0.60407,-0.008655,0.5652,-0.47895,-0.66906,0.41037,-0.54502
12.476,3.2332,-0.51933,-1.4512,-0.84686,1.9267,0.66919,-0.3827,1.9788,0.72428,-0.33778,-0.7167,0.42564,0.14455,0.55569,-0.53991
12.093,-3.6837,2.4139,-2.7206,0.45254,0.6062,-0.24302,0.31768,0.37644,0.64041,-0.6329,1.1281,-0.22655,0.018137,0.99234,-0.51098
19.373,-1.8567,-3.3036,-0.69814,-0.21133,1.7264,0.189,1.0921,0.12153,-0.88963,-0.6998,0.18379,0.54898,-0.13242,0.77476,-0.084568
18.98,1.4228,0.32273,-0.11327,0.114,-1.1719,0.039545,0.80011,-0.39849,-0.029409,-0.97126,-0.092852,-0.491,-0.9718,0.98437,-0.20718
14.362,1.3241,-1.9319,-0.066728,-0.18188,1.6353,0.65363,0.60215,0.63313,-0.94098,-0.33637,0.41387,0.61131,-0.39062,0.51001,-0.084896
14.481,-3.6625,2.9878,-0.71755,-0.009892,0.75127,-1.3593,0.69063,0.031988,-0.61177,0.60444,-0.13711,-0.20703,1.2638,0.065786,-0.022215
21.022,1.5154,0.5176,1.2365,-0.27695,-0.68127,-0.1145,0.36359,0.33441,0.68893,-0.4385,0.21583,0.15375,-1.0075,0.05372,0.084019
13.059,1.1138,-0.030649,0.81085,1.0647,0.20101,0.46863,-1.1219,-0.41008,0.018673,-0.48045,1.0312,-0.48463,-0.36371,0.088694,-0.31229
19.644,-1.4298,-2.8891,-1.225,-0.35979,0.92659,0.12167,0.91207,0.1381,-0.54597,-0.622,0.23355,0.063378,-0.21627,0.29028,-0.091446
14.303,0.68425,-0.6541,-0.69962,-1.1437,0.26024,-0.17415,-0.56286,0.77709,-0.20411,-0.73063,-0.19454,-0.018902,-0.02907,0.9242,-0.72365
19.417,1.5278,-0.19289,0.62546,0.72165,-0.37797,0.80804,0.018624,0.43379,-0.15319,-1.0226,0.084547,-0.2955,0.76571,0.76616,-0.37584
19.159,-2.6655,-3.5385,-1.6749,-0.45756,0.006044,0.58654,0.22631,-0.020915,-0.009304,0.30826,1.0158,0.15926,0.18474,0.55286,0.067355
18.761,-3.1952,-1.8461,1.4932,0.09272,-1.1092,-0.68882,-0.082005,0.47405,0.074449,-0.62849,0.59234,-0.30045,0.2091,1.0288,-0.41974
18.6,-3.0833,-3.01,0.4155,-0.023793,-0.2808,-0.80867,-1.4026,0.47662,0.67813,0.27924,-0.050593,0.47372,-0.36373,0.10407,-0.041531
18.613,0.98669,-1.9886,-1.2963,-1.8941,-0.74268,-1.6025,-0.89705,-1.4393,0.15737,-0.29642,-0.28661,0.37078,0.034831,-0.25409,0.016335
13.943,2.4577,-1.2903,0.74472,0.48705,0.60049,-0.11581,-0.96312,0.36961,0.10565,0.55736,-0.48905,1.0292,0.2196,0.45506,-0.34874
12.96,-3.2454,0.47163,0.50774,-0.76042,0.27344,0.031376,-0.48706,-0.021035,0.26599,0.24039,-0.16761,-0.12951,0.11312,0.52054,-0.034116
12.362,1.4229,-1.3391,0.005393,0.065216,-0.089863,-0.87045,1.0973,0.47797,0.62543,0.54474,0.13686,-0.22521,-0.4836,0.85801,-0.41771
5.763,0.056273,1.1996,-0.42583,1.0747,0.38363,2.3226,-1.3007,0.72389,0.59576,-0.32105,0.87452,-1.2311,0.29606,0.74469,-0.42498
12.026,-4.9078,-3.0799,-0.70959,-0.13668,1.6623,0.13293,-0.33186,1.0311,-0.69578,0.1576,0.36401,0.18951,-0.056765,1.0036,-0.36148
11.559,0.50103,1.0052,0.85799,0.22256,0.53646,0.47851,0.97074,0.81122,0.29511,-1.513,0.19702,-0.30557,-0.11427,0.3977,-0.39573
18.439,0.2147,-1.4567,0.74393,0.047481,-0.44157,-1.0728,-1.0881,0.60413,-0.47468,0.32811,-0.20509,-0.50942,-0.003811,0.32358,-0.092491
15.938,-2.0765,1.4672,-0.10187,-0.20967,0.65835,-0.84211,-1.5854,-0.12635,0.15033,0.52512,-0.54848,0.3909,-0.3664,-0.16119,-0.40428
18.495,0.90444,-0.55934,0.47924,-0.016035,-0.74481,0.30012,0.23577,1.8238,-0.35005,0.026288,0.28956,-0.29515,0.62661,0.17,-0.36451
21.339,0.59052,-0.82408,0.001165,-1.0993,0.021154,1.3555,0.83488,0.002113,0.1329,0.50819,-0.10223,0.20789,-0.68284,0.42765,-0.36168
18.549,-3.391,0.020102,1.552,-0.45008,-0.62109,-0.39288,0.84193,0.83573,0.17192,0.78451,-0.14255,0.43226,0.053189,0.69125,0.078388
18.299,0.54353,0.17695,-0.8255,0.70259,-0.68903,-1.1153,-0.9856,0.88263,-0.22351,-0.33309,0.89541,-1.1136,0.35102,0.72057,-0.46534
19.796,1.1521,0.084503,0.69545,0.32711,1.0445,-0.007284,-1.3115,-0.45788,0.66312,-0.94336,0.64929,0.19862,-0.18527,0.091404,-0.13591
21.3,0.40476,-0.21859,0.84443,-0.39249,-1.1961,-0.86746,-0.2856,0.56691,-0.33036,-0.081757,-0.64584,0.18052,0.078128,0.38856,-0.29556
22.34,-0.16004,-0.84968,0.89499,0.11451,-0.2957,-1.2537,-0.25827,0.37902,-0.020071,0.43708,-0.35705,-0.063225,-0.032926,0.47308,-0.13771
