10.121666,-1.354644,-0.203649,0.276890,0.776470,-0.458147,-0.146146,0.028133,-0.385467,0.417514,-0.308819,0.005447,0.155344,-0.221231,0.462282,-0.073060,
15.715031,-2.122209,-1.526456,2.197673,1.928133,1.279868,-0.648869,-0.230672,-0.764142,-0.827694,-0.092675,-0.212434,0.620420,0.749145,0.417168,-0.514359,
15.466073,-0.781635,-2.962156,-0.382486,-0.128017,1.753299,0.062315,-0.792607,1.116736,-0.338195,-0.592191,0.873065,-0.352950,-0.005806,0.371374,0.183890,
16.321387,1.107864,-1.803522,-0.443202,-0.999157,-2.915566,1.126309,-0.407317,-0.142888,-0.064241,-1.056989,0.843654,0.034873,-0.009042,0.348039,-0.161504,
15.074268,2.077255,0.642492,-1.246013,-1.505873,2.465107,0.424873,0.049909,0.604242,0.880488,-0.362918,0.270472,-0.302280,-0.067825,0.064040,-0.408924,
15.421534,-1.616910,2.114443,0.914894,2.000220,-0.022756,-0.235621,-0.024276,-0.570293,0.322858,-0.217740,-0.118574,0.043206,0.142238,0.490759,-0.114845,
16.117133,-2.742025,0.044978,1.995673,-0.227852,-1.396759,-0.117181,0.393590,0.183163,0.601904,-0.769735,-0.014727,0.002802,0.117148,0.700799,-0.102107,
16.824495,2.394246,-0.308602,0.721052,1.012769,-1.101687,-0.549107,-0.419543,-0.025738,0.552238,-0.250394,-0.109483,-0.218372,-0.044617,0.564247,0.021701,
14.698425,-1.831052,1.565023,1.440718,0.443350,1.458124,-1.049872,0.323964,-0.021387,-0.174361,-0.096294,0.265617,-0.277713,0.141873,0.224850,-0.316317,
11.330338,-4.979805,-3.170028,-0.963146,1.064898,0.701109,0.050623,0.481228,-0.378238,0.248103,0.215804,0.356399,0.443317,0.434431,0.109549,-0.022204,
15.121656,1.176091,-2.055165,1.089205,1.047453,0.650759,0.642696,-0.171551,-0.321527,-0.166124,-0.592413,-0.030707,-0.042338,-0.012696,0.457585,-0.231563,
13.746793,-2.647063,-0.183293,1.477062,0.581086,-0.720114,2.173544,-0.417087,0.231444,0.219203,-0.894847,1.117932,-0.449406,0.208325,0.469948,-0.568961,
14.912929,2.520601,-1.211286,-0.279688,2.475908,0.066838,0.799403,0.079263,-0.590879,-0.279479,-0.418672,-0.425752,0.229896,-0.070574,0.634199,0.031412,
15.181365,-3.135364,-3.247496,-0.793916,-0.787321,-0.596698,-1.714999,-0.260405,-0.377365,0.024740,0.070039,0.221647,-0.054118,0.402075,0.350885,0.218528,
16.206158,-2.036393,1.629804,2.286249,0.754134,0.505718,-0.381183,1.311553,-0.162657,-0.206578,-1.116682,-0.561610,0.038090,0.557320,0.444302,-0.043096,
15.967003,2.196344,0.520872,-0.583672,1.858423,0.423244,-1.208246,0.112926,-0.758793,-0.261926,0.203604,0.239995,-0.196085,0.283055,0.176231,-0.233320,
11.549829,-3.277263,-0.728069,1.567921,1.604379,-0.406387,-0.787693,-0.620791,-0.520085,0.631738,0.284886,0.349720,-0.001124,-0.426165,-0.001175,-0.106778,
10.096392,0.080418,-0.496704,-2.316139,1.059998,-0.017189,0.436186,0.641850,0.368585,0.473879,0.254473,-0.021171,0.141228,-0.035822,0.200779,-0.150187,
11.818388,-2.263106,-2.675032,-1.475410,0.057700,1.743437,-0.540009,0.455393,0.894037,-0.006337,-0.050806,0.796322,-0.429294,-0.009521,0.551692,-0.584641,
10.277783,0.251189,-0.302008,-2.723820,-0.820364,0.056967,-0.488737,-0.864155,0.424558,-0.161173,-0.548701,0.447598,-0.142887,-0.063450,0.584179,-0.093476,
10.018101,-2.547200,-0.810241,-0.538690,0.117744,-1.323323,-0.161794,-0.295968,-0.482965,0.296858,-0.618487,-0.056975,0.124572,-0.203971,0.465505,-0.166511,
10.206622,1.236218,-1.212884,2.404133,0.388534,-1.613031,0.465887,-1.087606,0.781061,0.497302,-0.730041,0.299585,-0.725098,0.313532,0.506566,-0.184011,
11.041989,1.026742,1.729460,-1.880368,-1.150131,0.310306,0.285344,-1.141117,0.060009,0.424659,-0.588575,-0.132062,0.060095,0.060363,0.214763,-0.168780,
9.992489,-1.160983,0.804562,1.208103,0.287616,2.006270,-0.208668,-0.187475,-0.451219,-0.310586,-0.619563,0.422653,-0.082688,0.395296,0.511737,-0.130714,
