0.10351,0.10965,0.3386,0.13333,0.12105,0.082456,0.1114
0.11321,0.11981,0.35472,0.15,0.061321,0.04717,0.15377
0.10125,0.1275,0.355,0.1525,0.06875,0.0475,0.1475
0.13043,0.10109,0.375,0.12283,0.078261,0.055435,0.13696
0.14537,0.11019,0.33241,0.14259,0.086111,0.041667,0.14167
0.095918,0.13776,0.34388,0.10612,0.13673,0.07449,0.1051
0.083333,0.11228,0.33421,0.090351,0.17719,0.11228,0.090351
0.10909,0.16288,0.18712,0.12045,0.18939,0.14621,0.084848
0.12018,0.14474,0.19035,0.11667,0.1886,0.12895,0.11053
0.096429,0.15476,0.17381,0.11786,0.19881,0.14048,0.11786
0.10403,0.16129,0.17661,0.099194,0.1871,0.17097,0.10081
0.13,0.15214,0.18643,0.13286,0.13143,0.090714,0.17643
0.18488,0.13953,0.2,0.14651,0.067442,0.051163,0.21047
0.17727,0.14621,0.18561,0.16136,0.087879,0.07197,0.1697
0.094872,0.16859,0.17885,0.11603,0.18333,0.15128,0.10705
