0.51047,0.73783
0.5192,0.83207
0.53816,0.92675
0.49953,0.41969
0.54729,0.94818
0.52882,0.87392
0.46106,0.14375
0.53177,0.9261
0.50483,0.52805
0.52053,0.95164
0.53006,0.92741
0.54341,0.87845
0.50673,0.94206
0.53567,0.9701
0.51847,0.8774
0.55936,0.90973
0.55561,0.97085
0.47501,0.09383
0.54079,0.96417
0.55591,0.97172
0.50643,0.39393
0.48008,0.32565
0.46302,0.047798
0.48835,0.32904
0.51025,0.82693
0.55017,0.95003
0.51527,0.51745
0.5213,0.77166
0.47536,0.10521
0.55765,0.98672
0.50976,0.86623
0.5051,0.75078
0.49961,0.67352
0.54432,0.96532
0.45914,0.087513
0.51405,0.6506
0.50686,0.80363
0.52975,0.92183
0.51431,0.86041
0.55858,0.9665
0.53933,0.92731
0.50612,0.54514
0.52393,0.90707
0.53079,0.90548
0.54125,0.97573
0.54327,0.96046
0.5236,0.96713
0.57001,0.96638
0.51985,0.84129
0.54575,0.97513
0.54895,0.96773
0.53491,0.90514
0.56286,0.95946
0.51982,0.88372
0.56524,0.97272
0.52203,0.94205
0.53653,0.96102
0.50466,0.56646
0.51117,0.91563
0.52129,0.90424
0.52206,0.54852
0.5007,0.44282
0.54351,0.78398
0.55321,0.75853
0.52454,0.88498
0.51758,0.72682
0.54867,0.9658
0.54903,0.95552
0.51502,0.93655
0.50867,0.7375
0.5651,0.76504
0.49669,0.46625
0.48799,0.50049
0.47653,0.32633
0.50108,0.43174
0.47814,0.25244
0.47212,0.20976
0.48478,0.078159
0.49509,0.49069
0.53106,0.95459
0.4809,0.35981
0.48972,0.33137
0.48495,0.37815
0.4927,0.22397
0.48914,0.066697
0.55494,0.9519
0.56215,0.9775
0.53742,0.92746
0.49344,0.054231
0.49792,0.40845
0.50179,0.4526
0.52989,0.70956
0.50775,0.46593
0.51304,0.62636
0.48968,0.461
0.50731,0.90228
0.50343,0.4763
0.49359,0.33998
0.48787,0.14436
0.52658,0.78755
0.50595,0.89379
0.47384,0.29777
0.53443,0.94151
0.54245,0.97113
0.5423,0.8403
0.51915,0.94232
0.53693,0.7288
0.48033,0.27566
0.54916,0.99145
0.54021,0.9576
0.49222,0.19476
0.52645,0.90217
0.55801,0.95088
0.46366,0.045607
0.54266,0.92622
0.49008,0.15624
0.53248,0.83339
0.54353,0.94438
0.52721,0.85183
0.50499,0.7975
0.51282,0.78919
0.53181,0.95416
0.57146,0.97681
0.49313,0.50557
0.57014,0.94677
0.52914,0.94865
0.54208,0.96639
0.47289,0.042948
0.52456,0.90777
0.48051,0.093767
0.52101,0.86353
0.5622,0.66346
0.47164,0.08493
0.5252,0.72006
0.51012,0.59393
0.46776,0.016226
0.50234,0.69335
0.51421,0.80686
0.53641,0.75053
0.54837,0.94017
0.54793,0.97947
0.59068,0.74877
0.56411,0.69417
0.51988,0.63518
0.55405,0.56993
0.53827,0.9205
0.53775,0.83858
0.54083,0.74486
0.56609,0.8111
0.56843,0.97039
0.5861,0.68783
0.50225,0.8218
0.50617,0.52311
0.52827,0.79177
0.47347,0.052435
0.54658,0.93497
0.54224,0.9942
0.58337,0.78637
0.56925,0.80466
0.53792,0.86352
0.53012,0.90712
0.51101,0.58611
0.51784,0.73862
0.50775,0.9657
0.53454,0.96833
0.5614,0.97791
0.52378,0.87944
0.51495,0.61154
0.53328,0.67878
0.53903,0.94312
0.54227,0.89672
0.53938,0.93218
0.50294,0.77756
0.53062,0.94999
0.52752,0.81197
0.55863,0.97205
0.51806,0.98694
0.53858,0.98808
0.53449,0.88579
0.52443,0.67014
0.52491,0.84777
0.51379,0.83915
0.514,0.93184
0.51913,0.89876
0.56018,0.95732
0.55605,0.98239
0.54088,0.95598
0.51895,0.9264
0.51735,0.7897
0.55721,0.96702
0.57304,0.97583
0.51965,0.91603
0.49368,0.081491
0.4796,0.18653
0.52218,0.77616
0.52508,0.94226
0.53814,0.70079
0.54822,0.97124
0.53302,0.97696
0.50085,0.89449
0.5469,0.94376
0.51104,0.57352
0.52866,0.94615
0.55063,0.94376
0.56196,0.94413
0.53494,0.56298
0.53394,0.9625
0.51276,0.73171
0.53604,0.96002
0.52181,0.89085
0.54048,0.73854
0.52143,0.9588
0.52447,0.8496
0.53337,0.81173
0.52674,0.92288
0.53095,0.82316
0.47852,0.083483
0.53256,0.9787
0.51824,0.89891
0.52632,0.90094
0.50731,0.69767
0.50179,0.22107
0.53519,0.78916
0.53518,0.97419
0.53579,0.96977
0.5101,0.94373
0.55492,0.98138
0.52713,0.95907
0.47232,0.060118
0.52816,0.83826
0.5094,0.52979
0.48133,0.25039
0.55279,0.81908
0.47338,0.080553
0.51635,0.93315
0.55319,0.85622
0.5413,0.79199
0.50929,0.80021
0.47132,0.2225
0.46309,0.35665
0.51444,0.60578
0.52946,0.82846
0.52538,0.67221
0.54886,0.99087
0.52619,0.86007
0.56244,0.96026
0.51317,0.48283
0.49298,0.53836
0.49072,0.38446
0.54986,0.96229
0.52003,0.87307
0.52227,0.77555
0.52602,0.89577
0.54054,0.59103
