0.5097,0.5945
0.51998,0.90128
0.50818,0.80565
0.52786,0.80202
0.55726,0.87503
0.50937,0.61841
0.52284,0.94508
0.53893,0.79207
0.49449,0.46498
0.51177,0.94264
0.53093,0.93818
0.50966,0.75865
0.51606,0.53185
0.52388,0.87254
0.51592,0.91242
0.51567,0.87035
0.50779,0.80643
0.48013,0.1348
0.49147,0.43586
0.52745,0.7103
0.4982,0.4143
0.51612,0.95658
0.52096,0.84776
0.49835,0.62201
0.50341,0.68319
0.52069,0.80902
0.5032,0.54474
0.51701,0.89916
0.51065,0.81035
0.51905,0.90389
0.48059,0.19969
0.49323,0.026748
0.53056,0.91878
0.52979,0.95302
0.50741,0.68104
0.55409,0.97967
0.53454,0.95245
0.54525,0.89893
0.52997,0.93636
0.51242,0.87502
0.51064,0.9522
0.48688,0.11665
0.55274,0.98109
0.50783,0.78452
0.52037,0.91662
0.56221,0.96996
0.54956,0.98897
0.49677,0.19755
0.49978,0.45313
0.5085,0.61457
0.50383,0.58043
0.50286,0.5436
0.5257,0.76748
0.5303,0.95208
0.46616,0.20642
0.50904,0.91655
0.52663,0.86924
0.51457,0.69152
0.54433,0.8148
0.5013,0.77167
0.48573,0.2659
0.52297,0.94547
0.50108,0.89634
0.5312,0.93824
0.51315,0.83738
0.5316,0.95303
0.51363,0.6844
0.47786,0.10587
0.53095,0.90831
0.53765,0.95751
0.55077,0.72836
0.54242,0.95097
0.52454,0.93385
0.53635,0.94814
0.54806,0.93624
0.56584,0.98355
0.52679,0.98279
0.48021,0.089508
0.54713,0.98339
0.51663,0.9408
0.49758,0.54907
0.53933,0.95397
0.52132,0.73425
0.54078,0.95402
0.5021,0.64809
0.53424,0.97109
0.4755,0.07748
0.55171,0.99551
0.5068,0.76338
0.51663,0.65084
0.53381,0.92184
0.50431,0.92855
0.49263,0.26622
0.55203,0.95851
0.5416,0.94244
0.54773,0.9651
0.52677,0.88767
0.52171,0.82276
0.49625,0.22713
0.54934,0.97965
0.49889,0.75518
0.52934,0.95969
0.51205,0.9192
0.50884,0.74677
0.49243,0.12163
0.48799,0.3919
0.52376,0.96665
0.51439,0.87595
0.57216,0.98608
0.53123,0.93022
0.54056,0.95823
0.57026,0.893
0.5018,0.60425
0.53687,0.96822
0.52135,0.97155
0.54037,0.93647
0.4838,0.38829
0.5028,0.56143
0.50271,0.80095
0.50173,0.93817
0.54034,0.97439
0.52998,0.97297
0.52613,0.86815
0.54019,0.97081
0.52686,0.9593
0.50487,0.59337
0.54203,0.93481
0.51111,0.92553
0.46459,0.11829
0.54728,0.95329
0.54039,0.87214
0.49218,0.23022
0.50814,0.85727
0.53746,0.94648
0.5234,0.89374
0.49468,0.24539
0.52591,0.976
0.53796,0.97555
0.46142,0.05086
0.5086,0.75813
0.53804,0.9531
0.512,0.8252
0.53938,0.89643
0.49637,0.69699
0.50805,0.61658
0.55629,0.85885
0.48983,0.14063
0.47309,0.05158
0.47509,0.34885
0.48606,0.35126
0.50065,0.67519
0.54508,0.95198
0.51237,0.87774
0.54022,0.97597
0.479,0.26418
0.48588,0.079583
0.52401,0.84486
0.52636,0.77238
0.50157,0.67678
0.54093,0.9649
0.50393,0.67762
0.54628,0.9682
0.49915,0.84985
0.51932,0.94059
0.5412,0.97371
0.4986,0.26227
0.56094,0.95031
0.50687,0.86363
0.56519,0.94621
0.48836,0.12471
0.46448,0.043778
0.5473,0.95012
0.49243,0.32698
0.55076,0.88174
0.49635,0.68808
0.46849,0.077279
0.49467,0.39375
0.54926,0.96154
0.51379,0.90035
0.50077,0.45984
0.51336,0.67647
0.49724,0.33398
0.49511,0.39414
0.54632,0.95921
0.54213,0.96339
0.47878,0.13939
0.51773,0.71619
0.51155,0.71684
0.53079,0.93329
0.52126,0.93007
0.51942,0.91163
0.52062,0.90305
0.50649,0.61138
0.49261,0.09249
0.52311,0.76539
0.5338,0.96174
0.53106,0.87119
0.48848,0.1242
0.53374,0.9706
0.51612,0.93188
0.49701,0.31253
0.46519,0.032672
0.52578,0.96838
0.54122,0.88231
0.56031,0.95611
0.49266,0.30972
0.54414,0.9885
0.51344,0.8886
0.53373,0.97692
0.51729,0.91375
0.52385,0.84927
0.5256,0.90101
0.50861,0.73842
0.49841,0.44447
0.49618,0.40453
0.49602,0.27983
0.51009,0.7642
0.52395,0.93562
0.52643,0.96657
0.49899,0.51953
0.48981,0.28196
0.50276,0.37017
0.481,0.24226
0.52308,0.96015
0.53426,0.93897
0.49594,0.17025
0.5007,0.59709
0.50126,0.68967
0.53562,0.76215
0.50983,0.66818
0.55771,0.88427
0.51082,0.83714
0.53482,0.93514
0.50969,0.73461
0.50925,0.74694
0.54924,0.96538
0.5187,0.75593
0.56556,0.84975
0.52856,0.79197
0.53506,0.89481
0.50572,0.68787
0.51712,0.79585
0.51246,0.55835
0.53839,0.95401
0.53257,0.86551
0.48848,0.30165
0.46973,0.067573
0.52741,0.97713
0.49837,0.33558
0.49913,0.58385
0.5118,0.65061
0.50144,0.52087
0.52758,0.94436
0.53889,0.73347
0.52671,0.57243
