0.076667,0.29583,0.16917,0.0925,0.13667,0.11417,0.115
0.054255,0.28511,0.17553,0.10213,0.18936,0.11702,0.076596
0.097059,0.32059,0.14706,0.11324,0.13824,0.079412,0.10441
0.10179,0.35625,0.14732,0.10804,0.082143,0.060714,0.14375
0.11354,0.35208,0.15,0.10833,0.083333,0.055208,0.1375
0.065116,0.28837,0.17442,0.096512,0.20349,0.10233,0.069767
0.047436,0.26795,0.20256,0.074359,0.21795,0.12179,0.067949
0.065254,0.15254,0.18475,0.10169,0.24322,0.16017,0.092373
0.079464,0.15268,0.18214,0.12232,0.225,0.14821,0.090179
0.095918,0.17755,0.16735,0.11429,0.19082,0.15102,0.10306
0.084,0.16,0.167,0.105,0.22,0.172,0.092
0.05122,0.1378,0.19756,0.086585,0.26829,0.18293,0.07561
0.061039,0.14416,0.18247,0.096104,0.24545,0.18247,0.088312
0.080519,0.15779,0.18377,0.11623,0.22143,0.16818,0.072078
0.1241,0.13373,0.20181,0.1512,0.13253,0.093373,0.16325
