0.36939,0.12551,0.13571,0.09898,0.079592,0.077551,0.11327
0.35714,0.1131,0.13214,0.09881,0.10595,0.059524,0.13333
0.36,0.12167,0.14,0.1,0.061667,0.035,0.18167
0.38889,0.11333,0.12333,0.10778,0.057778,0.057778,0.15111
0.43182,0.13409,0.11477,0.081818,0.052273,0.038636,0.14659
0.35351,0.12982,0.13947,0.09386,0.064035,0.059649,0.15965
0.37143,0.10357,0.13214,0.11905,0.052381,0.046429,0.175
0.21638,0.13879,0.175,0.14655,0.063793,0.059483,0.2
0.2097,0.14179,0.1791,0.14627,0.074627,0.066418,0.18209
0.2,0.14643,0.16786,0.14571,0.075,0.057143,0.20786
0.12955,0.16364,0.16023,0.12386,0.16364,0.11818,0.14091
0.11442,0.16827,0.19231,0.1125,0.17212,0.10769,0.13269
0.2,0.14178,0.16644,0.16849,0.094521,0.063014,0.16575
0.1224,0.15417,0.18125,0.13125,0.16146,0.1276,0.12188
0.16905,0.1494,0.1756,0.15536,0.08869,0.077976,0.18393
